NEGERI,PPD,PUSAT,SEMESTER,BIDANG,PAKEJ MATA PELAJARAN
SARAWAK,KUCHING,SMK D.P.H.A. GAPOR,SEMESTER 1,SAINS,"BI (MUET), PA, PHY, CHE, MT, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV, SEMESTER 3, SAINS, BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV"
SARAWAK,KUCHING,SMK D.P.H.A. GAPOR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV, SEMESTER 3, SAINS, BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV"
SARAWAK,KUCHING,SMK D.P.H.A. GAPOR,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PP, SEJ, BM, SV, SEMESTER 3, SAINS, BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV"
SARAWAK,KUCHING,SMK D.P.H.A. GAPOR,SEMESTER 3,SAINS,"BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV"
SARAWAK,KUCHING,SMK D.P.H.A. GAPOR,SEMESTER 3,SAINS,"BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV"
SARAWAK,KUCHING,SMK D.P.H.A. GAPOR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV"
SARAWAK,KUCHING,SMK D.P.H.A. GAPOR,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PP, SEJ, BM, SV"
SARAWAK,KUCHING,SMK BAKO,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, KMK, SEJ, GEO, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SEJ, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, GEO, SV"
SARAWAK,KUCHING,SMK BAKO,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SEJ, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, GEO, SV"
SARAWAK,KUCHING,SMK BAKO,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, KMK, SEJ, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, GEO, SV"
SARAWAK,KUCHING,SMK BAKO,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, GEO, SV"
SARAWAK,KUCHING,SMK PETRA JAYA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SV, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ"
SARAWAK,KUCHING,SMK PETRA JAYA,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SV, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ"
SARAWAK,KUCHING,SMK PETRA JAYA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SV, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SV, SEJ"
SARAWAK,KUCHING,SMK PETRA JAYA,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SV, SEJ"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, PHY, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, SEJ, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PAKN, EKO, PP, BC, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, PHY, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK GREEN ROAD,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PAKN, EKO, PP, BC"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 1, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PAKN, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PP, BM, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PP, BM, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SS, SEJ, BM, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SV, SEJ, BM, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PAKN, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PP, BM, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PP, BM, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SS, SEJ, BM, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK PENDING,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SV, SEJ, BM"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 1,SAINS,"BI (MUET), PA, MT, BIO, CHE, SEMESTER 1, SAINS, BI (MUET), PA, MT, PHY, CHE, ICT, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, BIO, CHE, SEMESTER 3, SAINS, BI (MUET), PA, MT, PHY, CHE, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 1,SAINS,"BI (MUET), PA, MT, PHY, CHE, ICT, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, BIO, CHE, SEMESTER 3, SAINS, BI (MUET), PA, MT, PHY, CHE, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, BIO, CHE, SEMESTER 3, SAINS, BI (MUET), PA, MT, PHY, CHE, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, BIO, CHE, SEMESTER 3, SAINS, BI (MUET), PA, MT, PHY, CHE, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ, SEMESTER 3, SAINS, BI (MUET), PA, MT, BIO, CHE, SEMESTER 3, SAINS, BI (MUET), PA, MT, PHY, CHE, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 3,SAINS,"BI (MUET), PA, MT, BIO, CHE, SEMESTER 3, SAINS, BI (MUET), PA, MT, PHY, CHE, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 3,SAINS,"BI (MUET), PA, MT, PHY, CHE, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK BATU LINTANG,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SEJ"
SARAWAK,KUCHING,SMK TUN ABANG HAJI OPENG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, EKO, ICT, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, EKO, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
SARAWAK,KUCHING,SMK TUN ABANG HAJI OPENG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, EKO, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
SARAWAK,KUCHING,SMK TUN ABANG HAJI OPENG,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, EKO, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK"
